"","x"
"17292","1"
"17293","0"
"17294",NA
"17295","0"
"17296","1"
"17297","0"
"17298","0"
"17299","0"
"17300","0"
"17301","0"
"17302","0"
"17303","0"
"17304","1"
"17305","1"
"17306","1"
"17307","0"
"17308","0"
"17309","0"
"17310","0"
"17311","1"
"17312","0"
"17313","0"
"17314","0"
"17315","0"
"17316","0"
"17317","0"
"17318","0"
"17319","0"
"17320",NA
"17321","0"
"17322","0"
"17323","0"
"17324","0"
"17325","1"
"17326","1"
"17327","0"
"17328","1"
"17329","1"
"17330","0"
"17331","0"
"17332","0"
"17333","0"
"17334","0"
"17335","0"
"17336","0"
"17337","1"
"17338","1"
"17339","0"
"17340","0"
"17341","0"
"17342","0"
"17343","0"
"17344","0"
"17345","0"
"17346","0"
"17347","0"
"17348","0"
"17349","0"
"17350","1"
"17351","0"
"17352","0"
"17353","1"
"17354","0"
"17355","0"
"17356","0"
"17357","0"
"17358",NA
"17359","0"
"17360","0"
"17361","0"
"17362","0"
"17363","0"
"17364",NA
"17365","0"
"17366","1"
"17367","0"
"17368","0"
"17369","0"
"17370","0"
"17371","0"
"17372","0"
"17373","0"
"17374","0"
"17375","0"
"17376","0"
"17377","1"
"17378","0"
"17379","1"
"17380","1"
"17381","0"
"17382","0"
"17383","1"
"17384",NA
"17385","0"
"17386","0"
"17387",NA
"17388","0"
"17389","0"
"17390","1"
"17391","0"
"17392","0"
"17393","0"
"17394","0"
"17395","1"
"17396","1"
"17397","0"
"17398","0"
"17399","0"
"17400","0"
"17401","0"
"17402","0"
"17403","1"
"17404","0"
"17405","0"
"17406","1"
"17407","0"
"17408","0"
"17409","0"
"17410","0"
"17411","0"
"17412","1"
"17413","0"
"17414","0"
"17415","0"
"17416","1"
"17417","0"
"17418","1"
"17419","0"
"17420","1"
"17421","0"
"17422","1"
"17423","0"
"17424","0"
"17425","0"
"17426","0"
"17427","0"
"17428","0"
"17429","0"
"17430","0"
"17431","1"
"17432","0"
"17433","0"
"17434","0"
"17435","0"
"17436","0"
"17437","1"
"17438","0"
"17439","0"
"17440","0"
"17441","0"
"17442","0"
"17443","0"
"17444","0"
"17445","0"
"17446","1"
"17447","0"
"17448","1"
"17449","1"
"17450","0"
"17451","0"
"17452","0"
"17453","1"
"17454","0"
"17455","0"
"17456","0"
"17457","0"
"17458","0"
"17459","0"
"17460","0"
"17461","0"
"17462","0"
"17463","1"
"17464","1"
"17465","1"
"17466","0"
"17467","0"
"17468","0"
"17469","0"
"17470","1"
"17471","0"
"17472","0"
"17473","0"
"17474","0"
"17475","0"
"17476","0"
"17477","0"
"17478","1"
"17479","0"
"17480","1"
"17481","0"
"17482","0"
"17483","1"
"17484","1"
"17485","1"
"17486","0"
"17487",NA
"17488","1"
"17489",NA
"17490","0"
"17491","1"
"17492","1"
"17493","1"
"17494","1"
"17495","0"
"17496","0"
"17497",NA
"17498","0"
"17499","1"
"17500","0"
"17501","1"
"17502","0"
"17503","0"
"17504","0"
"17505","0"
"17506","1"
"17507","0"
"17508","0"
"17509","0"
"17510","0"
"17511","0"
"17512","0"
"17513","0"
"17514",NA
"17515","0"
"17516","0"
"17517","0"
"17518","1"
"17519","0"
"17520","1"
"17521","1"
"17522","1"
"17523","0"
"17524","1"
"17525","0"
"17526","0"
"17527","0"
"17528","0"
"17529","0"
"17530","1"
"17531","1"
"17532","0"
"17533",NA
"17534","0"
"17535","0"
"17536","0"
"17537","1"
"17538","1"
"17539","0"
"17540","1"
"17541","0"
"17542","1"
"17543","0"
"17544","1"
"17545","0"
"17546","0"
"17547","0"
"17548","1"
"17549","1"
"17550","0"
"17551","1"
"17552","0"
"17553","0"
"17554","0"
"17555","1"
"17556","0"
"17557","0"
"17558","0"
"17559","0"
"17560","1"
"17561","0"
"17562","1"
"17563","0"
"17564","0"
"17565","0"
"17566","0"
"17567","0"
"17568","0"
"17569",NA
"17570","0"
"17571","0"
"17572","1"
"17573","0"
"17574","0"
"17575","0"
"17576","0"
"17577","1"
"17578","0"
"17579","0"
"17580","0"
"17581","1"
"17582","0"
"17583","1"
"17584","0"
"17585","0"
"17586","1"
"17587","1"
"17588","0"
"17589","0"
"17590","0"
"17591","0"
"17592","0"
"17593","1"
"17594","0"
"17595","0"
"17596","1"
"17597","0"
"17598","1"
"17599","0"
"17600","1"
"17601","0"
"17602","0"
"17603","1"
"17604","0"
"17605","1"
"17606","0"
"17607","0"
"17608","0"
"17609","0"
"17610","0"
"17611","0"
"17612","0"
"17613","1"
"17614","1"
"17615","1"
"17616","0"
"17617","0"
"17618","1"
"17619","0"
"17620","0"
"17621","1"
"17622","0"
"17623","1"
"17624","0"
"17625","1"
"17626","0"
"17627","1"
"17628","0"
"17629","0"
"17630","0"
"17631","1"
"17632","0"
"17633",NA
"17634","0"
"17635","0"
"17636",NA
"17637","0"
"17638","0"
"17639","1"
"17640","0"
"17641","0"
"17642","0"
"17643","0"
"17644","0"
"17645","0"
"17646","0"
"17647","0"
"17648","0"
"17649","0"
"17650","1"
"17651","1"
"17652",NA
"17653","0"
"17654","1"
"17655","0"
"17656","0"
"17657","0"
"17658","0"
"17659","0"
"17660","1"
"17661","1"
"17662","0"
"17663","0"
"17664","1"
"17665",NA
"17666","0"
"17667","1"
"17668","0"
"17669","0"
"17670","0"
"17671","0"
"17672",NA
"17673","0"
"17674","0"
"17675","0"
"17676","0"
"17677","0"
"17678","0"
"17679","0"
"17680","0"
"17681","1"
"17682","0"
"17683","0"
"17684","0"
"17685","1"
"17686","1"
"17687","0"
"17688",NA
"17689",NA
"17690","1"
"17691","0"
"17692","1"
"17693","0"
"17694","0"
"17695","1"
"17696","0"
"17697","0"
"17698","0"
"17699","1"
"17700","0"
"17701",NA
"17702","0"
"17703","1"
"17704","1"
"17705",NA
"17706","0"
"17707","1"
"17708","0"
"17709","0"
"17710","1"
"17711","0"
"17712","0"
"17713",NA
"17714","0"
"17715","0"
"17716","1"
"17717","1"
"17718","0"
"17719","0"
"17720","1"
"17721","1"
"17722","0"
"17723","0"
"17724","1"
"17725","0"
"17726",NA
"17727","0"
"17728",NA
"17729","0"
"17730","0"
"17731","1"
"17732","0"
"17733","0"
"17734","0"
"17735","0"
"17736","1"
"17737","0"
"17738","0"
"17739","0"
"17740","0"
"17741","1"
"17742","0"
"17743","1"
"17744","1"
"17745","0"
"17746","1"
"17747","1"
"17748","1"
"17749","0"
"17750","0"
"17751","0"
"17752","0"
"17753","1"
"17754","1"
"17755","1"
"17756","0"
"17757","0"
"17758","0"
"17759","1"
"17760","0"
"17761","0"
"17762",NA
"17763","0"
"17764","0"
"17765","0"
"17766","0"
"17767","0"
"17768","1"
"17769","0"
"17770","0"
"17771","1"
"17772","0"
"17773","0"
"17774","0"
"17775","0"
"17776","0"
"17777","0"
"17778","0"
"17779","0"
"17780","0"
"17781","1"
"17782","1"
"17783","0"
"17784","0"
"17785","0"
"17786","1"
"17787","0"
"17788",NA
"17789","1"
"17790","0"
"17791","0"
"17792","1"
"17793","0"
"17794","0"
"17795","0"
"17796","0"
"17797",NA
"17798","1"
"17799","0"
"17800","0"
"17801","0"
"17802","1"
"17803",NA
"17804","0"
"17805","0"
"17806","0"
"17807","1"
"17808",NA
"17809","0"
"17810","0"
"17811","0"
"17812","0"
"17813","0"
"17814","0"
"17815","0"
"17816","1"
"17817","0"
"17818","1"
"17819","0"
"17820","0"
"17821",NA
"17822","1"
"17823",NA
"17824","0"
"17825","0"
"17826","0"
"17827",NA
"17828","0"
"17829","1"
"17830","0"
"17831","1"
"17832","1"
"17833","0"
"17834","0"
"17835","0"
"17836","0"
"17837","0"
"17838","1"
"17839","1"
"17840","0"
"17841","0"
"17842","0"
"17843","1"
"17844","0"
"17845","1"
"17846","0"
"17847","0"
"17848","0"
"17849",NA
"17850","1"
"17851",NA
"17852","0"
"17853","0"
"17854","0"
"17855","0"
"17856","0"
"17857","0"
"17858","0"
"17859","0"
"17860","1"
"17861","0"
"17862","0"
"17863","1"
"17864","0"
"17865","1"
"17866","1"
"17867","1"
"17868","0"
"17869","0"
"17870","0"
"17871","0"
"17872","1"
"17873",NA
"17874","0"
"17875","0"
"17876","1"
"17877","0"
"17878","1"
"17879","0"
"17880","0"
"17881","0"
"17882","1"
"17883","0"
"17884","0"
"17885","0"
"17886","0"
"17887","0"
"17888","0"
"17889","0"
"17890","0"
"17891","0"
"17892","0"
"17893","0"
"17894","0"
"17895","0"
"17896","0"
"17897","0"
"17898","1"
"17899","1"
"17900","0"
"17901","0"
"17902","1"
"17903","0"
"17904","0"
"17905","1"
"17906","0"
"17907","0"
"17908","0"
"17909","0"
"17910","0"
"17911","0"
"17912","0"
"17913","1"
"17914","1"
"17915","1"
"17916","0"
"17917","1"
"17918","0"
"17919","1"
"17920","0"
"17921","0"
"17922","0"
"17923","1"
"17924","0"
"17925","0"
"17926",NA
"17927","0"
"17928","1"
"17929","0"
"17930",NA
"17931","1"
"17932","0"
"17933","1"
"17934","0"
"17935","0"
"17936","0"
"17937","0"
"17938","0"
"17939","1"
"17940","0"
"17941","0"
"17942","1"
"17943","0"
"17944","1"
"17945","0"
"17946","0"
"17947","0"
"17948","0"
"17949","1"
"17950","0"
"17951","0"
"17952","1"
"17953","0"
"17954","1"
"17955",NA
"17956","1"
"17957","0"
"17958","0"
"17959","0"
"17960","0"
"17961","0"
"17962","0"
"17963","0"
"17964","0"
"17965","0"
"17966","1"
"17967","0"
"17968","0"
"17969","0"
"17970","1"
"17971","0"
"17972","0"
"17973","0"
"17974","0"
"17975","0"
"17976","0"
"17977","0"
"17978","1"
"17979","1"
"17980","1"
"17981","1"
"17982","0"
"17983","0"
"17984","0"
"17985","1"
"17986","0"
"17987","0"
"17988","1"
"17989","1"
"17990","0"
"17991","0"
"17992",NA
"17993","0"
"17994","0"
"17995","0"
"17996","1"
"17997","0"
"17998","0"
"17999",NA
"18000","1"
"18001","0"
"18002","0"
"18003","1"
"18004","0"
"18005","0"
"18006","0"
"18007","0"
"18008","0"
"18009","1"
"18010","0"
"18011","0"
"18012","0"
"18013","0"
"18014","0"
"18015","1"
"18016","0"
"18017","0"
"18018",NA
"18019","0"
"18020","0"
"18021","0"
"18022",NA
"18023","0"
"18024","0"
"18025","0"
"18026","0"
"18027","0"
"18028","0"
"18029","1"
"18030","0"
"18031","1"
"18032","0"
"18033","1"
"18034","0"
"18035",NA
"18036","0"
"18037","0"
"18038","0"
"18039","0"
"18040","0"
"18041","0"
"18042","0"
"18043","0"
"18044","1"
"18045","0"
"18046","0"
"18047","0"
"18048","0"
"18049","1"
"18050","0"
"18051","0"
"18052","0"
"18053","1"
"18054","0"
"18055","0"
"18056","1"
"18057",NA
"18058",NA
"18059","0"
"18060","0"
"18061","0"
"18062",NA
"18063","0"
"18064","0"
"18065","0"
"18066","0"
"18067","0"
"18068","0"
"18069","0"
"18070","0"
"18071","0"
"18072","0"
"18073",NA
"18074","0"
"18075","0"
"18076","0"
"18077","0"
"18078","0"
"18079","0"
"18080",NA
"18081","1"
"18082","1"
"18083","0"
"18084","0"
"18085","0"
"18086","0"
"18087","1"
"18088","0"
"18089","0"
"18090","1"
"18091","1"
"18092","0"
"18093","0"
"18094","0"
"18095","1"
"18096","0"
"18097","0"
"18098","0"
"18099","0"
"18100","1"
"18101","1"
"18102","0"
"18103","0"
"18104","0"
"18105","0"
"18106","0"
"18107","0"
"18108","0"
"18109","1"
"18110","0"
"18111","0"
"18112","1"
"18113",NA
"18114","0"
"18115","0"
"18116","0"
"18117","0"
"18118","1"
"18119","0"
"18120","0"
"18121","0"
"18122","0"
"18123","1"
"18124","0"
"18125","0"
"18126","0"
"18127","1"
"18128","0"
"18129","0"
"18130","0"
"18131","1"
"18132","1"
"18133","0"
"18134","0"
"18135","0"
"18136","1"
"18137","0"
"18138","1"
"18139","1"
"18140","0"
"18141","0"
"18142","1"
"18143","0"
"18144","1"
"18145","1"
"18146","0"
"18147","0"
"18148","0"
"18149","0"
"18150","0"
"18151","0"
"18152","0"
"18153","1"
"18154","0"
"18155","0"
"18156","0"
"18157","0"
"18158","0"
"18159","0"
"18160","1"
"18161","0"
"18162","1"
"18163","0"
"18164","1"
"18165","1"
"18166","0"
"18167","0"
"18168","0"
"18169","0"
"18170","1"
"18171","0"
"18172","0"
"18173","0"
"18174","0"
"18175","1"
"18176","0"
"18177",NA
"18178","0"
"18179","1"
"18180","0"
"18181","0"
"18182","1"
"18183","0"
"18184","0"
"18185","0"
"18186","1"
"18187",NA
"18188","0"
"18189","0"
"18190","0"
"18191","0"
"18192","1"
"18193","1"
"18194","0"
"18195","0"
"18196","1"
"18197","0"
"18198","0"
"18199","0"
"18200","0"
"18201","0"
"18202","0"
"18203","0"
"18204","0"
"18205","0"
"18206",NA
"18207","0"
"18208","0"
"18209",NA
"18210","0"
"18211","0"
"18212","0"
"18213","0"
"18214","0"
"18215","0"
"18216","0"
"18217","1"
"18218","0"
"18219","0"
"18220","0"
"18221","0"
"18222","0"
"18223","0"
"18224","0"
"18225","0"
"18226","0"
"18227","1"
"18228","0"
"18229","0"
"18230","0"
"18231","0"
"18232","0"
"18233","0"
"18234","0"
"18235","1"
"18236","0"
"18237","0"
"18238","0"
"18239","0"
"18240","0"
"18241","0"
"18242","0"
"18243","0"
"18244","0"
"18245","0"
"18246","1"
"18247","0"
"18248",NA
"18249","0"
"18250","1"
"18251","1"
"18252","0"
"18253","0"
"18254","0"
"18255","0"
"18256","0"
"18257","0"
"18258","0"
"18259",NA
"18260","0"
"18261","0"
"18262","1"
"18263","0"
"18264","0"
"18265","1"
"18266","0"
"18267","1"
"18268","0"
"18269","0"
"18270","1"
"18271","0"
"18272","0"
"18273","0"
"18274","0"
"18275","0"
"18276","0"
"18277","0"
"18278","0"
"18279","1"
"18280","1"
"18281","0"
"18282","0"
"18283","0"
"18284","0"
"18285","0"
"18286","0"
"18287","0"
"18288","1"
"18289","0"
"18290","0"
"18291","0"
"18292","1"
"18293","1"
"18294","0"
"18295","0"
"18296","0"
"18297","0"
"18298","0"
"18299",NA
"18300","1"
"18301","1"
"18302","0"
"18303","0"
"18304","0"
"18305","0"
"18306","1"
"18307","0"
"18308","0"
"18309","0"
"18310","0"
"18311","1"
"18312","1"
"18313","0"
"18314","0"
"18315","0"
"18316","1"
"18317","0"
"18318","0"
"18319","0"
"18320","0"
"18321","0"
"18322","0"
"18323","1"
"18324","0"
"18325","0"
"18326","1"
"18327","1"
"18328","0"
"18329","0"
"18330","0"
"18331","1"
"18332","0"
"18333","1"
"18334","1"
"18335","0"
"18336","0"
"18337","0"
"18338","0"
"18339","0"
"18340","1"
"18341","0"
"18342","1"
"18343","0"
"18344","1"
"18345","0"
"18346","0"
"18347","0"
"18348","0"
"18349","1"
"18350","0"
"18351","0"
"18352","0"
"18353","0"
"18354","0"
"18355","0"
"18356","1"
"18357","0"
"18358","0"
"18359","0"
"18360","0"
"18361","0"
"18362",NA
"18363","1"
"18364","1"
"18365","0"
"18366","1"
"18367","0"
"18368","1"
"18369","0"
"18370","0"
"18371","0"
"18372","0"
"18373",NA
"18374",NA
"18375","0"
"18376","0"
"18377","0"
"18378","0"
"18379","0"
"18380","1"
"18381",NA
"18382","0"
"18383","0"
"18384",NA
"18385","1"
"18386","0"
"18387","0"
"18388","0"
"18389","0"
"18390","0"
"18391","0"
"18392",NA
"18393","0"
"18394","0"
"18395","0"
"18396","0"
"18397","1"
"18398","1"
"18399","0"
"18400","0"
"18401","0"
"18402",NA
"18403","0"
"18404","1"
"18405","1"
"18406","0"
"18407","0"
"18408","0"
"18409","0"
"18410","1"
"18411","0"
"18412","0"
"18413","0"
"18414","0"
"18415","0"
"18416","0"
"18417","0"
"18418","0"
"18419","0"
"18420","1"
"18421","0"
"18422","0"
"18423","0"
"18424","0"
"18425","0"
"18426","0"
"18427","0"
"18428","0"
"18429","0"
"18430","0"
"18431","1"
"18432","0"
"18433","0"
"18434","0"
"18435","0"
"18436","1"
"18437","0"
"18438",NA
"18439","1"
"18440","0"
"18441",NA
"18442","0"
"18443","0"
"18444","0"
"18445","0"
"18446","0"
"18447","0"
"18448","0"
"18449","0"
"18450","1"
"18451","1"
"18452","0"
"18453","0"
"18454","0"
"18455","1"
"18456","0"
"18457","0"
"18458","0"
"18459","0"
"18460","0"
"18461","1"
"18462","0"
"18463","1"
"18464","1"
"18465","0"
"18466","0"
"18467","0"
"18468","0"
"18469","0"
"18470","0"
"18471","0"
"18472","0"
"18473","0"
"18474","1"
"18475","0"
"18476","1"
"18477","1"
"18478","1"
"18479","0"
"18480","0"
"18481","0"
"18482","0"
"18483","0"
"18484","0"
"18485","1"
"18486","0"
"18487","1"
"18488",NA
"18489","0"
"18490","0"
"18491","0"
"18492","0"
"18493","1"
"18494","0"
"18495","0"
"18496","0"
"18497","0"
"18498","0"
"18499","0"
"18500","0"
"18501","0"
"18502","0"
"18503","0"
"18504","0"
"18505",NA
"18506","0"
"18507","0"
"18508","0"
"18509","1"
"18510","0"
"18511","0"
"18512","1"
"18513","0"
"18514","1"
"18515","1"
"18516","0"
"18517","0"
"18518","1"
"18519","0"
"18520","1"
"18521","1"
"18522","0"
"18523","1"
"18524","0"
"18525","1"
"18526","0"
"18527","0"
"18528","0"
"18529","1"
"18530","1"
"18531","0"
"18532","0"
"18533","1"
"18534","0"
"18535",NA
"18536","0"
"18537","0"
"18538","0"
"18539","0"
"18540","0"
"18541","0"
"18542","0"
"18543","0"
"18544","0"
"18545","0"
"18546","0"
"18547","0"
"18548","0"
"18549","0"
"18550","1"
"18551","0"
"18552","0"
"18553","1"
"18554","0"
"18555","0"
"18556","0"
"18557","0"
"18558","0"
"18559","0"
"18560","0"
"18561","0"
"18562","0"
"18563","0"
"18564","1"
"18565","1"
"18566","0"
"18567","0"
"18568","0"
"18569","0"
"18570","1"
"18571","0"
"18572","0"
"18573","0"
"18574","1"
"18575","0"
"18576","1"
"18577",NA
"18578",NA
"18579","0"
"18580","1"
"18581","0"
"18582","0"
"18583","0"
"18584","0"
"18585","0"
"18586","0"
"18587","1"
"18588","0"
"18589","0"
"18590","0"
"18591","0"
"18592","0"
"18593","0"
"18594","0"
"18595","0"
"18596","1"
"18597",NA
"18598","1"
"18599","0"
"18600","1"
"18601","0"
"18602","0"
"18603","0"
"18604","1"
"18605","0"
"18606","0"
"18607","0"
"18608","0"
"18609","0"
"18610","1"
"18611","0"
"18612","1"
"18613","0"
"18614","0"
"18615","0"
"18616","0"
"18617","0"
"18618","0"
"18619","0"
"18620","0"
"18621","0"
"18622","0"
"18623",NA
"18624","0"
"18625","0"
"18626","0"
"18627","0"
"18628","0"
"18629","0"
"18630","1"
"18631","0"
"18632","0"
"18633","0"
"18634","0"
"18635","0"
"18636","1"
"18637","0"
"18638","0"
"18639","0"
"18640","0"
"18641","0"
"18642","0"
"18643","1"
"18644","0"
"18645","1"
"18646","0"
"18647","0"
"18648","0"
"18649","0"
"18650","0"
"18651","0"
"18652","0"
"18653","0"
"18654","0"
"18655","1"
"18656","0"
"18657","0"
"18658","0"
"18659","0"
"18660","1"
"18661","0"
"18662","0"
"18663","0"
"18664","0"
"18665","0"
"18666","0"
"18667","0"
"18668","1"
"18669","0"
"18670","0"
"18671",NA
"18672","0"
"18673","0"
"18674",NA
"18675","0"
"18676","0"
"18677","0"
"18678","0"
"18679","0"
"18680","0"
"18681",NA
"18682","0"
"18683","0"
"18684","0"
"18685","0"
"18686","0"
"18687","0"
"18688","1"
"18689","0"
"18690","0"
"18691","0"
"18692","0"
"18693","0"
"18694",NA
"18695","0"
"18696",NA
"18697","0"
"18698","1"
"18699","0"
"18700","0"
"18701","0"
"18702","0"
"18703","0"
"18704","0"
"18705","1"
"18706","1"
"18707","0"
"18708","0"
"18709","0"
"18710","0"
"18711","1"
"18712","0"
"18713","1"
"18714","0"
"18715","0"
"18716","0"
"18717","0"
"18718","0"
"18719","0"
"18720","1"
"18721","0"
"18722","1"
"18723","0"
"18724",NA
"18725","0"
"18726","0"
"18727","0"
"18728","0"
"18729","0"
"18730","0"
"18731","1"
"18732","0"
"18733","0"
"18734","0"
"18735","0"
"18736","0"
"18737","1"
"18738","0"
"18739","0"
"18740","0"
"18741","1"
"18742","0"
"18743","0"
"18744","0"
"18745","0"
"18746","0"
"18747","0"
"18748","1"
"18749","1"
"18750",NA
"18751","0"
"18752","0"
"18753","0"
"18754","0"
"18755","0"
"18756",NA
"18757","0"
"18758",NA
"18759","0"
"18760","0"
"18761","1"
"18762","0"
"18763","1"
"18764","0"
"18765","0"
"18766","0"
"18767","0"
"18768","0"
"18769","0"
"18770","1"
"18771","1"
"18772",NA
"18773","0"
"18774","0"
"18775","0"
"18776","1"
"18777","0"
"18778","0"
"18779","0"
"18780",NA
"18781","0"
"18782","0"
"18783","1"
"18784","0"
"18785","0"
"18786","0"
"18787","0"
"18788","1"
"18789","1"
"18790","1"
"18791","1"
"18792","0"
"18793","0"
"18794","0"
"18795","0"
"18796","1"
"18797","0"
"18798","1"
"18799","1"
"18800","0"
"18801","0"
"18802","1"
"18803","0"
"18804","0"
"18805","1"
"18806","0"
"18807","0"
"18808","1"
"18809","0"
"18810","0"
"18811","0"
"18812","0"
"18813","1"
"18814","0"
"18815","0"
"18816","0"
"18817","1"
"18818","0"
"18819","0"
"18820","0"
"18821","1"
"18822","0"
"18823","0"
"18824","1"
"18825","0"
"18826","0"
"18827","0"
"18828","0"
"18829","0"
"18830","1"
"18831","0"
"18832","0"
"18833","0"
"18834","0"
"18835","0"
"18836","0"
"18837","0"
"18838","0"
"18839","0"
"18840","0"
"18841","0"
"18842","0"
"18843","0"
"18844","0"
"18845","1"
"18846","0"
"18847","0"
"18848","0"
"18849","1"
"18850","0"
"18851","1"
"18852","1"
"18853","0"
"18854","0"
"18855","0"
"18856","0"
"18857","0"
"18858","0"
"18859","0"
"18860","1"
"18861","0"
"18862","0"
"18863","0"
"18864","0"
"18865","0"
"18866","0"
"18867","0"
"18868",NA
"18869","1"
"18870","0"
"18871","1"
"18872","1"
"18873",NA
"18874","0"
"18875","0"
"18876","0"
"18877","1"
"18878","0"
"18879","1"
"18880","0"
"18881","1"
"18882","0"
"18883","1"
"18884","0"
"18885","1"
"18886","0"
"18887","0"
"18888","0"
"18889","0"
"18890",NA
"18891","0"
"18892","0"
"18893","1"
"18894","1"
"18895","0"
"18896",NA
"18897",NA
"18898","0"
"18899","1"
"18900","0"
"18901","1"
"18902","1"
"18903","0"
"18904","0"
"18905","0"
"18906","0"
"18907","0"
"18908","1"
"18909","1"
"18910","1"
"18911","1"
"18912","0"
"18913","0"
"18914","1"
"18915","1"
"18916","0"
"18917","0"
"18918","1"
"18919","0"
"18920","0"
"18921","0"
"18922","0"
"18923","0"
"18924","1"
"18925","1"
"18926","0"
"18927",NA
"18928","0"
"18929","0"
"18930","1"
"18931","0"
"18932","1"
"18933","0"
"18934","1"
"18935","0"
"18936","1"
"18937","1"
"18938","0"
"18939","0"
"18940","0"
"18941","1"
"18942","1"
"18943","0"
"18944",NA
"18945","0"
"18946","0"
"18947","0"
"18948","0"
"18949","0"
"18950","0"
"18951","0"
"18952","0"
"18953","0"
"18954","0"
"18955","1"
"18956","0"
"18957","0"
"18958","0"
"18959","0"
"18960","0"
"18961","0"
"18962","0"
"18963","0"
"18964","1"
"18965","1"
"18966","1"
"18967","0"
"18968","0"
"18969","0"
"18970","0"
"18971","0"
"18972","0"
"18973","0"
"18974","0"
"18975","0"
"18976",NA
"18977","0"
"18978",NA
"18979","0"
"18980",NA
"18981","0"
"18982","0"
"18983","0"
"18984","0"
"18985","0"
"18986","0"
"18987","1"
"18988","0"
"18989","1"
"18990","0"
"18991","1"
"18992","0"
"18993",NA
"18994","0"
"18995","1"
"18996","0"
"18997","0"
"18998","1"
"18999","1"
"19000","1"
"19001","0"
"19002","0"
"19003","0"
"19004","0"
"19005","0"
"19006","1"
"19007","0"
"19008","1"
"19009","1"
"19010","0"
"19011","0"
"19012","0"
"19013","0"
"19014","0"
"19015","0"
"19016","0"
"19017","0"
"19018","0"
"19019","0"
"19020","0"
"19021","0"
"19022","0"
"19023","0"
"19024","0"
"19025","0"
"19026","0"
"19027","1"
"19028","0"
"19029","1"
"19030","0"
"19031","0"
"19032","0"
"19033","0"
"19034","1"
"19035","0"
"19036","0"
"19037","0"
"19038","0"
"19039","0"
"19040","0"
"19041","0"
"19042","0"
"19043","0"
"19044","1"
"19045",NA
"19046","1"
"19047","0"
"19048","0"
"19049",NA
"19050","1"
"19051","0"
"19052","1"
"19053","0"
"19054","0"
"19055","1"
"19056","0"
"19057","0"
"19058","0"
"19059","0"
"19060","1"
"19061","0"
"19062","0"
"19063","0"
"19064","1"
"19065","0"
"19066","0"
"19067","0"
"19068","0"
"19069","0"
"19070","0"
"19071","0"
"19072","1"
"19073","0"
"19074","1"
"19075","0"
"19076","0"
"19077","0"
"19078","0"
"19079","0"
"19080","0"
"19081","0"
"19082","0"
"19083","1"
"19084","0"
"19085","0"
"19086",NA
"19087","0"
"19088","0"
"19089","0"
"19090","0"
"19091","0"
"19092","0"
"19093","1"
"19094","0"
"19095","0"
"19096","0"
"19097","0"
"19098","0"
"19099","1"
"19100","0"
"19101","0"
"19102","0"
"19103","0"
"19104","0"
"19105","1"
"19106","1"
"19107","0"
"19108","0"
"19109","0"
"19110","1"
"19111","0"
"19112","0"
"19113","0"
"19114","0"
"19115","0"
"19116","0"
"19117","0"
"19118","0"
"19119","0"
"19120","0"
"19121","0"
"19122","0"
"19123","1"
"19124","0"
"19125","0"
"19126","0"
"19127","1"
"19128","0"
"19129","0"
"19130","0"
"19131","0"
"19132","0"
"19133","0"
"19134",NA
"19135",NA
"19136","1"
"19137","0"
"19138","0"
"19139","0"
"19140","1"
"19141","0"
"19142","0"
"19143","1"
"19144","0"
"19145","1"
"19146","0"
"19147","1"
"19148","1"
"19149","0"
"19150","0"
"19151","1"
"19152","0"
"19153","0"
"19154","0"
"19155","1"
"19156","0"
"19157","1"
"19158","0"
"19159","1"
"19160","0"
"19161","0"
"19162","0"
"19163","0"
"19164","0"
"19165","0"
"19166","1"
"19167","0"
"19168","0"
"19169","1"
"19170","0"
"19171","1"
"19172","0"
"19173","0"
"19174","0"
"19175","0"
"19176","0"
"19177","1"
"19178","0"
"19179","0"
"19180","1"
"19181","0"
"19182","0"
"19183","0"
"19184","0"
"19185","0"
"19186","0"
"19187","0"
"19188","0"
"19189","1"
"19190",NA
"19191","1"
"19192","0"
"19193","0"
"19194","1"
"19195","0"
"19196","0"
"19197","0"
"19198","0"
"19199","1"
"19200","0"
"19201","0"
"19202","1"
"19203","0"
"19204","0"
"19205","0"
"19206","0"
"19207","0"
"19208","0"
"19209","0"
"19210","0"
"19211",NA
"19212","0"
"19213",NA
"19214","1"
"19215","1"
"19216","0"
"19217","0"
"19218","1"
"19219","0"
"19220","1"
"19221","0"
"19222","1"
"19223","0"
"19224","0"
"19225","0"
"19226","0"
"19227","0"
"19228","0"
"19229","1"
"19230","1"
"19231","0"
"19232","1"
"19233","0"
"19234","1"
"19235","1"
"19236","0"
"19237",NA
"19238","1"
"19239",NA
"19240","0"
"19241","0"
"19242","1"
"19243","0"
"19244",NA
"19245",NA
"19246","0"
"19247","0"
"19248","0"
"19249","0"
"19250","0"
"19251","0"
"19252","0"
"19253","0"
"19254","1"
"19255",NA
"19256","0"
"19257","0"
"19258","0"
"19259","0"
"19260","0"
"19261","0"
"19262","0"
"19263","0"
"19264","0"
"19265","0"
"19266","0"
"19267",NA
"19268","0"
"19269","1"
"19270","0"
"19271","0"
"19272","0"
"19273","0"
"19274","0"
"19275","0"
"19276","0"
"19277","1"
"19278","0"
"19279","0"
"19280","0"
"19281","0"
"19282",NA
"19283","0"
"19284","0"
"19285","0"
"19286","1"
"19287","0"
"19288","0"
"19289","0"
"19290","0"
